ที่,ประเภท อปท.,ชื่อ,ตำบล,อำเภอ,จังหวัด,ป่าสงวนฯ,ปีที่ถ่ายโอนภารกิจ,พื้นที่รับผิดชอบ,ชื่อหน่วยงาน,lat,long,พื้นที่เสี่ยง,บันทึกกรมป่าไม้,บันทึกกรมอุทยาน,แผนที่
317,องค์การบริหารส่วนตำบล,โคกเริงรมย์,โคกเริงรมย์,บำเหน็จณรงค์,ชัยภูมิ,48.21,2549,สจป.8 นครราชสีมา,องค์การบริหารส่วนตำบลโคกเริงรมย์,15.401406,101.6023,0,,,https://drive.google.com/file/d/19j9Ltp-OalnkEATGDRRgn4JloaK3l2vh/view?usp=drive_link
318,องค์การบริหารส่วนตำบล,บ้านชวน,บ้านชวน,บำเหน็จณรงค์,ชัยภูมิ,"2,165.38",2549,สจป.8 นครราชสีมา,องค์การบริหารส่วนตำบลบ้านชวน,15.53247358,101.6594043,50,,https://drive.google.com/file/d/13YWyXqjz5pOLqEM9g56r52e4N40_lqSM/view?usp=drive_link,https://drive.google.com/file/d/11Z21T_ywslQRwy9htF5XzMTvKFVN_ExC/view?usp=drive_link
319,เทศบาลตำบล,ธาตุทอง,ธาตุทอง,ภูเขียว,ชัยภูมิ,"26,012.93",2550,สจป.8 นครราชสีมา,เทศบาลตำบลธาตุทอง,16.1994366,102.1781489,55,,https://drive.google.com/file/d/1764KfkvdL-Dvlf1rVpfkb2uUcyKg8ewx/view?usp=drive_link,https://drive.google.com/file/d/1QdKmrTLad7eNcjRQ4m-S_OKkjtP5FS5A/view?usp=drive_link
320,เทศบาลตำบล,โคกสูง,โคกสูง,เมืองชัยภูมิ,ชัยภูมิ,0,2555,สจป.8 นครราชสีมา,เทศบาลตำบลโคกสูง,15.8348393,101.9721705,0,https://drive.google.com/file/d/1JTj7m3Kod1w9cpRgKbh3ReOo6T61nmuI/view?usp=drive_link,,
321,องค์การบริหารส่วนตำบล,ซับสีทอง,ซับสีทอง,เมืองชัยภูมิ,ชัยภูมิ,"84,342.40",2555,สจป.8 นครราชสีมา,องค์การบริหารส่วนตำบลซับสีทอง,16.101747,102.054426,55,https://drive.google.com/file/d/1SeBmParn2HlKb4zwiaZ18KQ1S8y6Mv3J/view?usp=drive_link,,
322,องค์การบริหารส่วนตำบล,ท่าหินโงม,ท่าหินโงม,เมืองชัยภูมิ,ชัยภูมิ,"20,500.24",2549,สจป.8 นครราชสีมา,องค์การบริหารส่วนตำบลท่าหินโงม,16.057969,102.033056,50,,https://drive.google.com/file/d/12uW0Mh9Hm6ZdXCLEdEfMFxz6tb68P11y/view?usp=drive_link,https://drive.google.com/file/d/19peP3p1GKvdRS1VlPMo_WeJfh8Z12eG4/view?usp=drive_link
323,องค์การบริหารส่วนตำบล,นาฝาย,นาฝาย,เมืองชัยภูมิ,ชัยภูมิ,"10,015.40",2550,สจป.8 นครราชสีมา,องค์การบริหารส่วนตำบลนาฝาย,15.8769442,102.0153747,50,,https://drive.google.com/file/d/18yFLRnUgaAZTK9BLCiDlL1UiEyzgGtZ9/view?usp=drive_link,https://drive.google.com/file/d/142tIeJZbzqEabRupU1bgnHjpM0yixkAP/view?usp=drive_link
324,องค์การบริหารส่วนตำบล,นาเสียว,นาเสียว,เมืองชัยภูมิ,ชัยภูมิ,"4,473.08",2549,สจป.8 นครราชสีมา,องค์การบริหารส่วนตำบลนาเสียว,15.915439,102.107783,50,,https://drive.google.com/file/d/1DVvpJ36QIHgfaYOla9tIrRaeyUr0Z77y/view?usp=drive_link,https://drive.google.com/file/d/16B0lbHlh8RMW_5xsDRmVpeuLp5MeXil0/view?usp=drive_link
325,องค์การบริหารส่วนตำบล,โพนทอง,โพนทอง,เมืองชัยภูมิ,ชัยภูมิ,"1,769.28",2555,สจป.8 นครราชสีมา,องค์การบริหารส่วนตำบลโพนทอง,15.8266038,102.0703306,50,https://drive.google.com/file/d/1i8j4rdR4LL2AhctTDb67XD49DTn2_xjy/view?usp=drive_link,,
326,องค์การบริหารส่วนตำบล,ห้วยต้อน,ห้วยต้อน,เมืองชัยภูมิ,ชัยภูมิ,"4,940.74",2555,สจป.8 นครราชสีมา,องค์การบริหารส่วนตำบลห้วยต้อน,15.944302,101.898756,50,https://drive.google.com/file/d/1AGlsoRaOc3Vmb6p5XeicR16a0L_gZWmn/view?usp=drive_link,,
